"id_transacao","compl_transacao","tipo_registro","data_geracao_arquivo","grupo_indicador","cod_indicador","valor_indicador","num_casas_decimais","reserva"
396,1,1,2014-12-11,"indicadores-gerais","TJ3",11.83,2,""
397,1,1,2014-12-12,"indicadores-gerais","TJ3",11.87,2,""
398,1,1,2014-12-11,"indicadores-gerais","TJ6",12.21,2,""
399,1,1,2014-12-12,"indicadores-gerais","TJ6",12.24,2,""
400,1,1,2014-12-11,"indicadores-gerais","TR 01",0.1053,4,""
401,1,1,2014-12-12,"indicadores-gerais","TR 01",0.1053,4,""
402,1,1,2014-12-11,"indicadores-gerais","TR 02",0.0714,4,""
403,1,1,2014-12-12,"indicadores-gerais","TR 02",0.0714,4,""
404,1,1,2014-12-11,"indicadores-gerais","TR 03",0.0949,4,""
405,1,1,2014-12-12,"indicadores-gerais","TR 03",0.0949,4,""
406,1,1,2014-12-11,"indicadores-gerais","TR 04",0.0596,4,""
407,1,1,2014-12-12,"indicadores-gerais","TR 04",0.0596,4,""
408,1,1,2014-12-11,"indicadores-gerais","TR 05",0.0435,4,""
409,1,1,2014-12-12,"indicadores-gerais","TR 05",0.0435,4,""
410,1,1,2014-12-11,"indicadores-gerais","TR 06",0.0252,4,""
411,1,1,2014-12-12,"indicadores-gerais","TR 06",0.0252,4,""
412,1,1,2014-12-11,"indicadores-gerais","TR 07",0.056,4,""
413,1,1,2014-12-12,"indicadores-gerais","TR 07",0.056,4,""
414,1,1,2014-12-11,"indicadores-gerais","TR 08",0.0666,4,""
415,1,1,2014-12-12,"indicadores-gerais","TR 08",0.0666,4,""
416,1,1,2014-12-11,"indicadores-gerais","TR 09",0.0859,4,""
417,1,1,2014-12-12,"indicadores-gerais","TR 09",0.0859,4,""
418,1,1,2014-12-11,"indicadores-gerais","TR 10",0.0824,4,""
419,1,1,2014-12-12,"indicadores-gerais","TR 10",0.0824,4,""
420,1,1,2014-12-11,"indicadores-gerais","TR 11",0.0698,4,""
421,1,1,2014-12-12,"indicadores-gerais","TR 11",0.0698,4,""
422,1,1,2014-12-11,"indicadores-gerais","TR 12",0.0993,4,""
423,1,1,2014-12-11,"indicadores-gerais","TR 13",0.1007,4,""
424,1,1,2014-12-12,"indicadores-gerais","TR 13",0.1007,4,""
425,1,1,2014-12-11,"indicadores-gerais","TR 14",0.067,4,""
426,1,1,2014-12-12,"indicadores-gerais","TR 14",0.067,4,""
427,1,1,2014-12-11,"indicadores-gerais","TR 15",0.0457,4,""
428,1,1,2014-12-12,"indicadores-gerais","TR 15",0.0457,4,""
429,1,1,2014-12-11,"indicadores-gerais","TR 16",0.0654,4,""
430,1,1,2014-12-12,"indicadores-gerais","TR 16",0.0654,4,""
431,1,1,2014-12-11,"indicadores-gerais","TR 17",0.1035,4,""
432,1,1,2014-12-12,"indicadores-gerais","TR 17",0.1035,4,""
433,1,1,2014-12-11,"indicadores-gerais","TR 18",0.1086,4,""
434,1,1,2014-12-12,"indicadores-gerais","TR 18",0.1086,4,""
435,1,1,2014-12-11,"indicadores-gerais","TR 19",0.1024,4,""
436,1,1,2014-12-12,"indicadores-gerais","TR 19",0.1024,4,""
437,1,1,2014-12-11,"indicadores-gerais","TR 20",0.1247,4,""
438,1,1,2014-12-12,"indicadores-gerais","TR 20",0.1247,4,""
439,1,1,2014-12-11,"indicadores-gerais","TR 21",0.0729,4,""
440,1,1,2014-12-12,"indicadores-gerais","TR 21",0.0729,4,""
441,1,1,2014-12-11,"indicadores-gerais","TR 22",0.056,4,""
442,1,1,2014-12-12,"indicadores-gerais","TR 22",0.056,4,""
443,1,1,2014-12-11,"indicadores-gerais","TR 23",0.0867,4,""
444,1,1,2014-12-12,"indicadores-gerais","TR 23",0.0867,4,""
445,1,1,2014-12-11,"indicadores-gerais","TR 24",0.1224,4,""
446,1,1,2014-12-12,"indicadores-gerais","TR 24",0.1224,4,""
447,1,1,2014-12-11,"indicadores-gerais","TR 25",0.0911,4,""
448,1,1,2014-12-12,"indicadores-gerais","TR 25",0.0911,4,""
449,1,1,2014-12-11,"indicadores-gerais","TR 26",0.0849,4,""
450,1,1,2014-12-12,"indicadores-gerais","TR 26",0.0849,4,""
451,1,1,2014-12-11,"indicadores-gerais","TR 27",0.073,4,""
452,1,1,2014-12-12,"indicadores-gerais","TR 27",0.073,4,""
453,1,1,2014-12-11,"indicadores-gerais","TR 28",0.0467,4,""
454,1,1,2014-12-12,"indicadores-gerais","TR 28",0.0467,4,""
455,1,1,2014-12-11,"indicadores-gerais","TR 29",0.0199,4,""
456,1,1,2014-12-12,"indicadores-gerais","TR 29",0.0199,4,""
457,1,1,2014-12-11,"indicadores-gerais","TR 30",0.0503,4,""
458,1,1,2014-12-12,"indicadores-gerais","TR 30",0.0503,4,""
459,1,1,2014-12-11,"indicadores-gerais","TR 31",0.0845,4,""
460,1,1,2014-12-12,"indicadores-gerais","TR 31",0.0845,4,""
461,1,1,2014-12-11,"indicadores-gerais","TRY-PF",2.2776,4,""
462,1,1,2014-12-12,"indicadores-gerais","TRY-PF",2.295,4,""
463,1,1,2014-12-11,"indicadores-gerais","YDO-B2",117.94,7,""
464,1,1,2014-12-12,"indicadores-gerais","YDO-B2",118.77,7,""
465,1,1,2014-12-11,"indicadores-gerais","YDO-W1",119.43,7,""
466,1,1,2014-12-12,"indicadores-gerais","YDO-W1",118.545,7,""
467,1,1,2014-12-11,"indicadores-gerais","ZAR-PF",11.632,4,""
468,1,1,2014-12-12,"indicadores-gerais","ZAR-PF",11.6028,4,""
469,1,1,2014-12-11,"indicadores-gerais","ZNB-PA",2165,3,""
470,1,1,2014-12-12,"indicadores-gerais","ZNB-PA",2180.75,3,""
471,1,1,2014-12-11,"indicadores-gerais","ZNB-T1-S",2180.75,3,""
472,1,1,2014-12-12,"indicadores-gerais","ZNB-T1-S",2178.5,3,""
473,1,1,2014-12-11,"indicadores-gerais","ZNB-T2-S",2180.75,3,""
474,1,1,2014-12-12,"indicadores-gerais","ZNB-T2-S",2178.5,3,""
475,1,1,2014-12-11,"indice-idi","IDI2003",427600.79,2,""
476,1,1,2014-12-11,"indice-idi","IDI2009",173625.37,2,""
477,1,1,2014-12-12,"indice-idi","IDI2003",427786.9,2,""
478,1,1,2014-12-12,"indice-idi","IDI2009",173700.94,2,""
479,1,1,2014-12-11,"ibovespa","IBOVESPA",49861,0,""
480,1,1,2014-12-12,"ibovespa","IBOVESPA",48001,0,""
